#! FIELDS d2 file.free der_d2
#! SET min_d2 5.6
#! SET max_d2 12
#! SET nbins_d2  101
#! SET periodic_d2 false
    5.600000000    0.520687815    0.109443675
    5.664000000    0.527148486    0.077205335
    5.728000000    0.529337157   -0.017444511
    5.792000000    0.523763415   -0.163924173
    5.856000000    0.507889105   -0.331324120
    5.920000000    0.481491763   -0.493198648
    5.984000000    0.445559822   -0.624439231
    6.048000000    0.402259010   -0.719288963
    6.112000000    0.354452465   -0.770225883
    6.176000000    0.304427789   -0.787087098
    6.240000000    0.254202586   -0.778102803
    6.304000000    0.205270807   -0.749730195
    6.368000000    0.158729159   -0.704378979
    6.432000000    0.115457899   -0.646777255
    6.496000000    0.076605315   -0.565210227
    6.560000000    0.043684959   -0.458038519
    6.624000000    0.018609547   -0.321742611
    6.688000000    0.003244188   -0.150781269
    6.752000000    0.000000000    0.051379170
    6.816000000    0.010542494    0.285853608
    6.880000000    0.037318294    0.554959606
    6.944000000    0.081727645    0.833807667
    7.008000000    0.143983783    1.109540789
    7.072000000    0.223198434    1.360748412
    7.136000000    0.317048073    1.561675925
    7.200000000    0.421587628    1.688879843
    7.264000000    0.531239183    1.718935814
    7.328000000    0.639460979    1.644581201
    7.392000000    0.739255036    1.454063288
    7.456000000    0.823435528    1.160048169
    7.520000000    0.885874697    0.783936907
    7.584000000    0.922384154    0.353982310
    7.648000000    0.930918939   -0.084901718
    7.712000000    0.912010578   -0.496604096
    7.776000000    0.869223978   -0.823825395
    7.840000000    0.808760691   -1.043765457
    7.904000000    0.738560960   -1.123145985
    7.968000000    0.668459025   -1.042493946
    8.032000000    0.608534547   -0.805090487
    8.096000000    0.568481362   -0.424279659
    8.160000000    0.556716180    0.072325323
    8.224000000    0.579458156    0.649849209
    8.288000000    0.640607536    1.265065785
    8.352000000    0.741067706    1.870291774
    8.416000000    0.878620617    2.414017661
    8.480000000    1.048332834    2.868496618
    8.544000000    1.242712833    3.182733546
    8.608000000    1.451979659    3.328268727
    8.672000000    1.665037239    3.302082183
    8.736000000    1.870797936    3.099412784
    8.800000000    2.057898930    2.721026142
    8.864000000    2.215918955    2.194415072
    8.928000000    2.336097141    1.543046432
    8.992000000    2.411534630    0.803663477
    9.056000000    2.437931634    0.018401780
    9.120000000    2.413942049   -0.764785416
    9.184000000    2.341116036   -1.497156278
    9.248000000    2.224114234   -2.137650138
    9.312000000    2.070209357   -2.646414879
    9.376000000    1.888579396   -2.999092590
    9.440000000    1.690161544   -3.172598818
    9.504000000    1.486206554   -3.169211184
    9.568000000    1.288082219   -2.995180781
    9.632000000    1.106196557   -2.664112416
    9.696000000    0.949382339   -2.216665051
    9.760000000    0.824123388   -1.687548173
    9.824000000    0.733971100   -1.130108486
    9.888000000    0.679095958   -0.593904082
    9.952000000    0.656703979   -0.122454880
   10.016000000    0.661104561    0.237902465
   10.080000000    0.684221910    0.457278543
   10.144000000    0.716456397    0.524282740
   10.208000000    0.748048371    0.437666627
   10.272000000    0.769715896    0.218435598
   10.336000000    0.773750472   -0.106005318
   10.400000000    0.755053593   -0.481380108
   10.464000000    0.712094227   -0.855422233
   10.528000000    0.646916786   -1.169907305
   10.592000000    0.564747004   -1.379188514
   10.656000000    0.473379947   -1.450606194
   10.720000000    0.382373188   -1.366822619
   10.784000000    0.301808454   -1.123978152
   10.848000000    0.241183639   -0.750376315
   10.912000000    0.207962057   -0.276075387
   10.976000000    0.206408176    0.228581555
   11.040000000    0.236519016    0.700613904
   11.104000000    0.293846032    1.069377883
   11.168000000    0.369830785    1.273985244
   11.232000000    0.452626030    1.275819989
   11.296000000    0.528887482    1.070803291
   11.360000000    0.586012656    0.689010450
   11.424000000    0.614695651    0.197386961
   11.488000000    0.611163455   -0.299746967
   11.552000000    0.578737214   -0.684286911
   11.616000000    0.528647131   -0.832274768
   11.680000000    0.479934592   -0.620763345
   11.744000000    0.458783355    0.040168889
   11.808000000    0.495709269    1.197526643
   11.872000000    0.622670238    2.851254093
   11.936000000    0.869943335    4.941713873
   12.000000000    1.262396196    7.366499809
